name,MRR,Hits@1,Hits@3,Hits@10,AUC-PR,TVR,trm_violation_rate,ecm_violation_rate,fused_violation_rate,violation_breakdown,output_dir
tcadv_smoke,0.5833333333333334,0.5,0.5,1.0,0.3214285714285714,0.0,0.0,0.0,0.0,"{'TRM-only': 0, 'ECM-only': 0, 'both': 0, 'none': 2}",outputs/tcadv_smoke
